Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Quilindschy Hartman,nl NED,DF,24-012,12,12,1067.0,11.9,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.4,1.6,4.0,37.0,30.0,0.0,0.34,0.34,0.0,0.34,0.02,0.12,0.13,0.02,0.13,Matches,Burnley
Josh Cullen,ie IRL,MF,29-233,12,12,1032.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.5,4.0,54.0,9.0,0.17,0.09,0.26,0.17,0.26,0.05,0.07,0.13,0.05,0.13,Matches,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25-360,12,12,957.0,10.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.3,2.3,0.5,2.8,24.0,14.0,49.0,0.38,0.09,0.47,0.38,0.47,0.22,0.05,0.27,0.22,0.27,Matches,Burnley
Florentino Luís,pt POR,MF,26-099,9,8,740.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,3.0,28.0,7.0,0.0,0.12,0.12,0.0,0.12,0.05,0.02,0.07,0.05,0.07,Matches,Burnley
Lesley Ugochukwu,fr FRA,MF,21-245,11,8,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.0,1.0,10.0,17.0,16.0,0.27,0.0,0.27,0.27,0.27,0.13,0.0,0.13,0.13,0.13,Matches,Burnley
Lyle Foster,za RSA,FW,25-084,9,7,598.0,6.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,0.7,2.0,8.0,6.0,33.0,0.3,0.15,0.45,0.3,0.45,0.2,0.1,0.3,0.2,0.3,Matches,Burnley
Josh Laurent,eng ENG,"DF,MF",30-204,11,6,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,7.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Burnley
Axel Tuanzebe,cd COD,DF,28-012,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Hjalmar Ekdal,se SWE,DF,27-036,7,6,533.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Burnley
Loum Tchaouna,fr FRA,"MF,FW",22-079,11,6,515.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,15.0,21.0,0.17,0.0,0.17,0.17,0.17,0.08,0.04,0.11,0.08,0.11,Matches,Burnley
Zian Flemming,nl NED,"FW,MF",27-117,9,5,418.0,4.6,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,1.0,2.0,18.0,0.65,0.0,0.65,0.65,0.65,0.26,0.04,0.31,0.26,0.31,Matches,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",27-068,10,4,431.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,7.0,8.0,35.0,0.0,0.21,0.21,0.0,0.21,0.04,0.14,0.18,0.04,0.18,Matches,Burnley
Hannibal Mejbri,tn TUN,MF,22-309,11,3,312.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,9.0,10.0,11.0,0.0,0.29,0.29,0.0,0.29,0.05,0.23,0.28,0.05,0.28,Matches,Burnley
Oliver Sonne,pe PER,"DF,FW",25-016,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley
Armando Broja,al ALB,FW,24-077,6,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Burnley
Marcus Edwards,eng ENG,"FW,MF",26-358,3,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,Burnley
Joe Worrall,eng ENG,DF,28-320,4,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Lucas,br BRA,DF,24-247,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches,Burnley
Ashley Barnes,eng ENG,FW,36-027,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Bashir Humphreys,eng ENG,DF,22-256,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Aaron Ramsey,eng ENG,MF,22-309,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Max Weiß,de GER,GK,21-164,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Squad Total,,,27.7,12,132,1080.0,12.0,14.0,11.0,25.0,14.0,0.0,0.0,20.0,1.0,8.6,8.6,6.7,15.2,109.0,280.0,275.0,1.17,0.92,2.08,1.17,2.08,0.71,0.56,1.27,0.71,1.27,,Burnley
Opponent Total,,,26.4,12,132,1080.0,12.0,21.0,13.0,34.0,18.0,3.0,3.0,17.0,0.0,25.1,22.8,16.6,39.5,322.0,529.0,525.0,1.75,1.08,2.83,1.5,2.58,2.09,1.39,3.48,1.9,3.29,,Burnley
João Gomes,br BRA,MF,24-287,12,10,925.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.2,0.7,13.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Wolves
Marshall Munetsi,zw ZIM,"MF,FW",29-157,12,9,869.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,11.0,16.0,35.0,0.1,0.1,0.21,0.1,0.21,0.16,0.05,0.21,0.16,0.21,Matches,Wolves
Jørgen Strand Larsen,no NOR,FW,25-293,10,9,797.0,8.9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.6,0.8,0.4,1.2,4.0,7.0,32.0,0.11,0.0,0.11,0.0,0.0,0.18,0.05,0.23,0.09,0.14,Matches,Wolves
André,br BRA,MF,24-133,12,9,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,7.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolves
Ladislav Krejčí,cz CZE,"DF,MF",26-220,9,9,794.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.7,2.2,7.0,42.0,7.0,0.11,0.11,0.23,0.11,0.23,0.18,0.08,0.25,0.18,0.25,Matches,Wolves
Hugo Bueno,es ESP,"DF,MF",23-069,12,8,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,29.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Wolves
Sam Johnstone,eng ENG,GK,32-246,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves
Toti Gomes,pt POR,DF,26-314,9,8,615.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.2,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches,Wolves
Santiago Bueno,uy URU,DF,27-017,8,7,665.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,4.0,22.0,1.0,0.14,0.0,0.14,0.14,0.14,0.11,0.01,0.12,0.11,0.12,Matches,Wolves
Emmanuel Agbadou,ci CIV,DF,28-162,9,7,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1,0.5,5.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Wolves
Jhon Arias,co COL,FW,28-066,11,7,563.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.5,2.3,10.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.37,0.3,0.37,Matches,Wolves
Jean-Ricner Bellegarde,ht HAI,"MF,FW",27-152,11,6,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,21.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.14,0.06,0.14,Matches,Wolves
Jackson Tchatchoua,cm CMR,"DF,MF",24-073,11,5,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,12.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Wolves
Hwang Hee-chan,kr KOR,FW,29-304,9,5,394.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,8.0,14.0,26.0,0.23,0.0,0.23,0.23,0.23,0.17,0.01,0.18,0.17,0.18,Matches,Wolves
José Sá,pt POR,GK,32-313,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolves
Rodrigo Gomes,pt POR,"FW,DF",22-142,6,4,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,13.0,7.0,37.0,0.27,0.0,0.27,0.27,0.27,0.26,0.04,0.3,0.26,0.3,Matches,Wolves
Matt Doherty,ie IRL,DF,33-314,4,4,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.1,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Wolves
Ki-Jana Hoever,nl NED,"DF,MF",23-312,5,4,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Matches,Wolves
Tolu Arokodare,ng NGA,FW,25-003,8,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.7,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.21,0.14,0.21,Matches,Wolves
David Møller Wolfe,no NOR,"MF,DF",23-217,6,3,238.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,4.0,5.0,10.0,0.0,0.38,0.38,0.0,0.38,0.02,0.42,0.44,0.02,0.44,Matches,Wolves
Yerson Mosquera,co COL,DF,24-208,4,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Wolves
Fer López,es ESP,"MF,FW",21-186,5,1,120.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.9,5.0,14.0,10.0,0.0,0.75,0.75,0.0,0.75,0.1,0.56,0.66,0.1,0.66,Matches,Wolves
Mateus Mane,pt POR,FW,18-071,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,Wolves
Sasa Kalajdzic,at AUT,FW,28-142,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves
Daniel Bentley,eng ENG,GK,32-136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves
Tawanda Chirewa,zw ZIM,MF,22-046,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves
Squad Total,,,26.8,12,132,1080.0,12.0,6.0,4.0,10.0,5.0,1.0,1.0,22.0,2.0,11.4,10.6,6.9,17.6,170.0,362.0,359.0,0.5,0.33,0.83,0.42,0.75,0.95,0.58,1.53,0.89,1.47,,Wolves
Opponent Total,,,26.8,12,132,1080.0,12.0,25.0,20.0,45.0,25.0,0.0,0.0,19.0,0.0,17.3,17.3,14.8,32.0,230.0,492.0,487.0,2.08,1.67,3.75,2.08,3.75,1.44,1.23,2.67,1.44,2.67,,Wolves
