Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
David Brooks,wls WAL,"FW,MF",28-141,11,8,611.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,1.7,3.1,18.0,21.0,63.0,0.0,0.15,0.15,0.0,0.15,0.2,0.25,0.45,0.2,0.45,Matches,Bournemouth
Álex Jiménez,es ESP,DF,20-202,9,5,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,24.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Bournemouth
Justin Kluivert,nl NED,MF,26-205,10,4,398.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.4,0.9,10.0,13.0,30.0,0.23,0.0,0.23,0.23,0.23,0.1,0.09,0.2,0.1,0.2,Matches,Bournemouth
Eli Junior Kroupi,fr FRA,"FW,MF",19-156,9,4,340.0,3.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.5,2.5,0.4,2.9,3.0,1.0,18.0,1.06,0.0,1.06,1.06,1.06,0.67,0.11,0.78,0.67,0.78,Matches,Bournemouth
Adam Smith,eng ENG,DF,34-211,5,4,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Bournemouth
Veljko Milosavljević,rs SRB,DF,18-151,4,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Bournemouth
James Hill,eng ENG,DF,23-320,7,2,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Bournemouth
Ryan Christie,sct SCO,MF,30-277,10,1,279.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,8.0,23.0,9.0,0.32,0.0,0.32,0.32,0.32,0.37,0.03,0.39,0.37,0.39,Matches,Bournemouth
Amine Adli,ma MAR,"FW,MF",25-200,9,1,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,9.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.27,0.21,0.27,Matches,Bournemouth
Lewis Cook,eng ENG,"DF,MF",28-296,6,1,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,10.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,Bournemouth
Ben Gannon-Doak,sct SCO,FW,20-015,4,0,57.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,4.0,1.0,10.0,0.0,1.58,1.58,0.0,1.58,0.14,0.91,1.04,0.14,1.04,Matches,Bournemouth
Hamed Junior Traorè,ci CIV,MF,25-283,1,0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,0.0,1.1,1.1,0.0,1.1,Matches,Bournemouth
Enes Ünal,tr TUR,"MF,FW",28-200,2,0,12.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2.0,7.5,0.0,7.5,7.5,7.5,3.7,0.0,3.7,3.7,3.7,Matches,Bournemouth
Ben Winterburn,eng ENG,MF,21-083,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Julio Soler,ar ARG,FW,20-283,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Julian Araujo,mx MEX,DF,24-105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Philip Billing,dk DEN,MF,29-168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Will Dennis,eng ENG,GK,25-139,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Romain Faivre,fr FRA,"FW,MF",27-135,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Remy Rees-Dottin,eng ENG,FW,19-265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Squad Total,,,25.7,12,132,1080.0,12.0,19.0,12.0,31.0,17.0,2.0,3.0,30.0,0.0,17.1,14.8,9.8,24.6,226.0,463.0,459.0,1.58,1.0,2.58,1.42,2.42,1.43,0.82,2.25,1.23,2.05,,Bournemouth
Opponent Total,,,27.0,12,132,1080.0,12.0,20.0,14.0,34.0,19.0,1.0,1.0,23.0,1.0,15.6,14.9,12.1,26.9,168.0,362.0,354.0,1.67,1.17,2.83,1.58,2.75,1.3,1.01,2.31,1.24,2.25,,Bournemouth
Guglielmo Vicario,it ITA,GK,29-050,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham
Micky van de Ven,nl NED,DF,24-221,12,12,1069.0,11.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.6,1.6,0.1,1.7,5.0,32.0,2.0,0.25,0.0,0.25,0.25,0.25,0.13,0.01,0.14,0.13,0.14,Matches,Tottenham
Mohammed Kudus,gh GHA,"FW,MF",25-116,11,11,952.0,10.6,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,2.0,3.5,33.0,23.0,80.0,0.09,0.38,0.47,0.09,0.47,0.14,0.19,0.33,0.14,0.33,Matches,Tottenham
João Palhinha,pt POR,MF,30-140,12,11,951.0,10.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,4.0,31.0,10.0,0.19,0.19,0.38,0.19,0.38,0.06,0.01,0.08,0.06,0.08,Matches,Tottenham
Pedro Porro,es ESP,DF,26-074,12,10,878.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,21.0,49.0,26.0,0.0,0.1,0.1,0.0,0.1,0.01,0.13,0.14,0.01,0.14,Matches,Tottenham
Djed Spence,eng ENG,DF,25-109,11,10,835.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,30.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Tottenham
Cristian Romero,ar ARG,DF,27-213,10,9,838.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.2,0.6,2.0,42.0,0.0,0.0,0.11,0.11,0.0,0.11,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham
Rodrigo Bentancur,uy URU,MF,28-154,11,9,722.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.5,0.9,3.0,29.0,13.0,0.12,0.12,0.25,0.12,0.25,0.04,0.07,0.11,0.04,0.11,Matches,Tottenham
Richarlison,br BRA,FW,28-200,12,7,725.0,8.1,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.2,2.2,1.3,3.5,8.0,14.0,31.0,0.62,0.25,0.87,0.62,0.87,0.27,0.17,0.43,0.27,0.43,Matches,Tottenham
Pape Matar Sarr,sn SEN,MF,23-073,11,6,598.0,6.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,11.0,21.0,23.0,0.3,0.3,0.6,0.3,0.6,0.11,0.09,0.2,0.11,0.2,Matches,Tottenham
Xavi Simons,nl NED,"MF,FW",22-219,9,6,577.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.6,1.0,26.0,42.0,28.0,0.0,0.16,0.16,0.0,0.16,0.06,0.09,0.15,0.06,0.15,Matches,Tottenham
Brennan Johnson,wls WAL,FW,24-187,12,5,484.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.3,1.2,10.0,7.0,31.0,0.37,0.0,0.37,0.37,0.37,0.18,0.05,0.23,0.18,0.23,Matches,Tottenham
Lucas Bergvall,se SWE,"MF,FW",19-297,9,5,413.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.8,9.0,20.0,24.0,0.22,0.22,0.44,0.22,0.44,0.12,0.06,0.18,0.12,0.18,Matches,Tottenham
Wilson Odobert,fr FRA,"FW,MF",20-363,11,4,447.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.7,21.0,18.0,36.0,0.0,0.2,0.2,0.0,0.2,0.16,0.2,0.35,0.16,0.35,Matches,Tottenham
Destiny Udogie,it ITA,DF,22-363,8,4,435.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,18.0,29.0,36.0,0.0,0.21,0.21,0.0,0.21,0.0,0.07,0.08,0.0,0.08,Matches,Tottenham
Kevin Danso,at AUT,DF,27-068,8,4,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham
Mathys Tel,fr FRA,FW,20-213,8,3,251.0,2.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,4.0,3.0,14.0,0.72,0.0,0.72,0.72,0.72,0.18,0.0,0.18,0.18,0.18,Matches,Tottenham
Randal Kolo Muani,fr FRA,FW,26-356,5,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.08,0.06,0.08,Matches,Tottenham
Archie Gray,eng ENG,MF,19-259,2,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Tottenham
Dominic Solanke,eng ENG,FW,28-073,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Tottenham
Yusuf Akhamrich,eng ENG,FW,20-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Jun'ai Byfield,eng ENG,DF,16-355,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Ben Davies,wls WAL,"DF,MF",32-216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Antonín Kinský,cz CZE,GK,22-258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
James Rowswell,eng ENG,DF,19-136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Dane Scarlett,eng ENG,FW,21-247,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Manor Solomon,il ISR,"FW,MF",26-125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Luka Vušković,hr CRO,DF,18-275,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham
Squad Total,,,25.9,12,132,1080.0,12.0,19.0,17.0,36.0,19.0,0.0,0.0,29.0,0.0,11.1,11.1,8.6,19.6,210.0,412.0,408.0,1.58,1.42,3.0,1.58,3.0,0.92,0.71,1.64,0.92,1.64,,Tottenham
Opponent Total,,,26.9,12,132,1080.0,12.0,14.0,10.0,24.0,14.0,0.0,0.0,16.0,1.0,17.1,17.1,13.6,30.6,157.0,395.0,391.0,1.17,0.83,2.0,1.17,2.0,1.42,1.13,2.55,1.42,2.55,,Tottenham
Matthijs de Ligt,nl NED,DF,26-106,12,12,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,2.0,3.0,21.0,7.0,0.08,0.0,0.08,0.08,0.08,0.12,0.05,0.17,0.12,0.17,Matches,Manchester Utd
Bruno Fernandes,pt POR,MF,31-079,12,12,1070.0,11.9,2.0,3.0,5.0,1.0,1.0,3.0,2.0,0.0,5.0,2.7,2.4,5.0,21.0,102.0,34.0,0.17,0.25,0.42,0.08,0.34,0.42,0.2,0.62,0.22,0.42,Matches,Manchester Utd
Bryan Mbeumo,cm CMR,MF,26-111,12,12,1045.0,11.6,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,3.3,3.3,2.7,6.0,33.0,32.0,108.0,0.43,0.09,0.52,0.43,0.52,0.29,0.23,0.52,0.29,0.52,Matches,Manchester Utd
Luke Shaw,eng ENG,DF,30-137,12,12,1023.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,16.0,52.0,11.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.04,0.01,0.04,Matches,Manchester Utd
Amad Diallo,ci CIV,"DF,MF",23-138,11,10,844.0,9.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.8,4.1,45.0,40.0,83.0,0.11,0.21,0.32,0.11,0.32,0.24,0.2,0.43,0.24,0.43,Matches,Manchester Utd
Casemiro,br BRA,MF,33-276,11,10,671.0,7.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,1.4,1.4,0.7,2.1,5.0,38.0,12.0,0.4,0.13,0.54,0.4,0.54,0.19,0.09,0.28,0.19,0.28,Matches,Manchester Utd
Leny Yoro,fr FRA,DF,20-013,12,8,732.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,9.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Manchester Utd
Matheus Cunha,br BRA,"MF,FW",26-183,10,8,683.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,0.6,2.3,20.0,27.0,32.0,0.13,0.0,0.13,0.13,0.13,0.22,0.08,0.3,0.22,0.3,Matches,Manchester Utd
Patrick Dorgu,dk DEN,DF,21-031,11,7,683.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.1,1.8,22.0,9.0,56.0,0.0,0.13,0.13,0.0,0.13,0.09,0.15,0.24,0.09,0.24,Matches,Manchester Utd
Diogo Dalot,pt POR,DF,26-253,10,7,627.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.1,16.0,21.0,47.0,0.0,0.14,0.14,0.0,0.14,0.01,0.15,0.16,0.01,0.16,Matches,Manchester Utd
Benjamin Šeško,si SVN,FW,22-179,11,6,621.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,0.3,2.4,4.0,10.0,25.0,0.29,0.14,0.43,0.29,0.43,0.3,0.05,0.35,0.3,0.35,Matches,Manchester Utd
Altay Bayındır,tr TUR,GK,27-226,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Manchester Utd
Senne Lammens,be BEL,GK,23-142,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
Mason Mount,eng ENG,MF,26-320,9,5,396.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.3,6.0,22.0,25.0,0.23,0.0,0.23,0.23,0.23,0.14,0.15,0.29,0.14,0.29,Matches,Manchester Utd
Harry Maguire,eng ENG,DF,32-266,8,4,345.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,15.0,2.0,0.26,0.26,0.52,0.26,0.52,0.08,0.09,0.18,0.08,0.18,Matches,Manchester Utd
Noussair Mazraoui,ma MAR,DF,28-012,6,4,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
Manuel Ugarte,uy URU,MF,24-229,9,2,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Manchester Utd
Joshua Zirkzee,nl NED,"FW,MF",24-188,5,1,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.57,0.11,0.68,0.57,0.68,Matches,Manchester Utd
Kobbie Mainoo,eng ENG,MF,20-221,8,0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches,Manchester Utd
Ayden Heaven,eng ENG,DF,19-065,2,0,30.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.95,0.95,0.0,0.95,Matches,Manchester Utd
Jack Fletcher,eng ENG,MF,18-252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Tyler Fredricson,eng ENG,DF,20-276,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Tom Heaton,eng ENG,GK,39-225,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Shea Lacey,eng ENG,FW,18-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Diego León,py PAR,DF,18-237,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Tyrell Malacia,nl NED,DF,26-101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Lisandro Martínez,ar ARG,"DF,MF",27-312,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
André Onana,cm CMR,GK,29-238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd
Squad Total,,,26.5,12,132,1080.0,12.0,17.0,13.0,30.0,16.0,1.0,3.0,16.0,1.0,19.9,17.5,13.5,31.0,224.0,490.0,489.0,1.42,1.08,2.5,1.33,2.42,1.66,1.12,2.78,1.46,2.58,,Manchester Utd
Opponent Total,,,26.3,12,132,1080.0,12.0,19.0,14.0,33.0,19.0,0.0,0.0,29.0,2.0,16.6,16.6,12.6,29.2,206.0,410.0,399.0,1.58,1.17,2.75,1.58,2.75,1.38,1.05,2.43,1.38,2.43,,Manchester Utd
James Garner,eng ENG,"MF,DF",24-258,12,12,1080.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.2,2.2,14.0,58.0,18.0,0.08,0.17,0.25,0.08,0.25,0.08,0.1,0.18,0.08,0.18,Matches,Everton
Jordan Pickford,eng ENG,GK,31-264,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
James Tarkowski,eng ENG,DF,33-007,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,6.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Everton
Michael Keane,eng ENG,DF,32-319,12,12,1054.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,2.0,24.0,3.0,0.17,0.0,0.17,0.17,0.17,0.09,0.01,0.1,0.09,0.1,Matches,Everton
Iliman Ndiaye,sn SEN,"FW,MF",25-265,12,12,992.0,11.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,0.0,2.7,1.9,2.2,4.1,39.0,19.0,66.0,0.36,0.09,0.45,0.27,0.36,0.25,0.2,0.45,0.17,0.37,Matches,Everton
Idrissa Gana Gueye,sn SEN,MF,36-061,12,12,961.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.1,1.1,0.3,1.4,5.0,53.0,15.0,0.19,0.0,0.19,0.19,0.19,0.1,0.03,0.13,0.1,0.13,Matches,Everton
Kiernan Dewsbury-Hall,eng ENG,MF,27-081,11,11,972.0,10.8,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.9,0.9,2.7,3.6,16.0,54.0,39.0,0.19,0.19,0.37,0.19,0.37,0.08,0.25,0.33,0.08,0.33,Matches,Everton
Jake O'Brien,ie IRL,DF,24-195,12,10,950.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,9.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Everton
Jack Grealish,eng ENG,FW,30-077,11,10,912.0,10.1,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,3.2,4.3,61.0,40.0,85.0,0.1,0.39,0.49,0.1,0.49,0.11,0.31,0.43,0.11,0.43,Matches,Everton
Vitaliy Mykolenko,ua UKR,DF,26-181,9,9,805.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,9.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Everton
Beto,gw GNB,FW,27-299,12,7,619.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.1,4.1,0.4,4.5,3.0,2.0,30.0,0.15,0.0,0.15,0.15,0.15,0.6,0.06,0.65,0.6,0.65,Matches,Everton
Thierno Barry,fr FRA,FW,23-036,12,5,466.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.0,1.4,3.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Everton
Tim Iroegbunam,eng ENG,MF,22-149,9,4,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,2.0,9.0,9.0,0.0,0.26,0.26,0.0,0.26,0.04,0.05,0.09,0.04,0.09,Matches,Everton
Carlos Alcaraz,ar ARG,"FW,MF",22-361,9,2,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.1,0.08,0.1,Matches,Everton
Tyler Dibling,eng ENG,FW,19-259,4,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Séamus Coleman,ie IRL,"DF,FW",37-046,3,1,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Merlin Röhl,de GER,"MF,FW",23-144,4,0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.46,0.4,0.46,Matches,Everton
Dwight McNeil,eng ENG,"FW,MF",26-004,4,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.39,0.23,0.61,0.39,0.61,Matches,Everton
Harrison Armstrong,eng ENG,FW,18-311,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
Adam Aznou,ma MAR,DF,19-177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Elijah Campbell,eng ENG,DF,21-116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Youssef Chermiti,pt POR,FW,21-186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Tom King,wls WAL,GK,30-262,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Tyler Onyango,eng ENG,MF,22-267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Nathan Patterson,sct SCO,DF,24-041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Mark Travers,ie IRL,GK,26-192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Harry Tyrer,eng ENG,GK,23-355,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton
Squad Total,,,28.6,12,132,1080.0,12.0,13.0,10.0,23.0,12.0,1.0,1.0,26.0,1.0,15.0,14.2,11.4,25.6,176.0,379.0,371.0,1.08,0.83,1.92,1.0,1.83,1.25,0.95,2.2,1.18,2.13,,Everton
Opponent Total,,,26.8,12,132,1080.0,12.0,13.0,11.0,24.0,12.0,1.0,2.0,22.0,0.0,16.9,15.5,11.6,27.0,216.0,503.0,502.0,1.08,0.92,2.0,1.0,1.92,1.41,0.97,2.37,1.29,2.25,,Everton
Dominik Szoboszlai,hu HUN,"MF,DF",25-032,12,12,1080.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.8,3.2,35.0,104.0,52.0,0.08,0.08,0.17,0.08,0.17,0.12,0.15,0.27,0.12,0.27,Matches,Liverpool
