Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPtrs,DiffFormPts
02/01/12,Aston Villa,Swansea,0,2,NH,19,17,23,22,1.0526315789473684,1.0, ,D,L,L,W, ,D,L,D,W,19.0, DLLW, DLDW,4,5,0,0,0,0,0,0,0,0,-0.21052631578947367,-0.2631578947368421,0.05263157894736842,-1,-0.05263157894736842
02/01/12,Blackburn,Stoke,1,2,NH,28,20,41,30,0.7,1.3, ,W,D,L,L, ,D,D,L,W,20.0, WDLL, DDLW,4,5,0,0,0,0,0,0,0,0,-0.65,-0.5,-0.6,-1,-0.05
02/01/12,Fulham,Arsenal,2,1,H,20,35,25,26,1.0,1.8, ,D,D,L,W, ,W,D,W,L,20.0, DDLW, WDWL,5,7,0,0,0,0,0,0,0,0,-0.25,0.45,-0.8,-2,-0.1
02/01/12,QPR,Norwich,1,2,NH,18,28,33,34,0.85,1.1, ,L,D,L,L, ,D,L,D,D,20.0, LDLL, DLDD,1,3,0,0,0,0,0,0,0,0,-0.75,-0.3,-0.25,-2,-0.1
02/01/12,Wolves,Chelsea,1,2,NH,21,37,34,24,0.85,1.7, ,D,D,D,L, ,L,D,D,D,20.0, DDDL, LDDD,3,3,0,0,0,0,0,0,0,0,-0.65,0.65,-0.85,0,0.0
03/01/12,Man City,Liverpool,3,0,H,53,24,16,15,2.25,1.7, ,L,D,W,W, ,W,D,D,W,20.0, LDWW, WDDW,7,8,0,0,0,0,0,0,0,0,1.85,0.45,0.55,-1,-0.05
03/01/12,Tottenham,West Brom,1,0,H,36,19,20,27,2.1,1.1, ,W,D,W,D, ,L,D,W,W,20.0, WDWD, LDWW,8,7,0,0,0,0,0,0,0,0,0.8,-0.4,1.0,1,0.05
03/01/12,Wigan,Sunderland,1,4,NH,17,23,37,22,0.75,1.05, ,D,L,D,D, ,W,D,W,L,20.0, DLDD, WDWL,3,7,0,0,0,0,0,0,0,0,-1.0,0.05,-0.3,-4,-0.2
04/01/12,Everton,Bolton,1,2,NH,20,23,22,42,1.2,0.65, ,L,W,D,W, ,D,L,W,L,20.0, LWDW, DLWL,7,4,0,0,0,0,0,0,0,0,-0.1,-0.95,0.55,3,0.15
04/01/12,Newcastle,Man United,3,0,H,26,49,25,17,1.5,2.25, ,L,W,L,D, ,L,W,W,W,20.0, LWLD, LWWW,4,9,0,0,0,0,1,0,0,0,0.05,1.6,-0.75,-5,-0.25
11/01/12,Tottenham,Everton,2,0,H,36,20,20,22,2.1,1.2, ,W,D,W,D, ,L,W,D,W,20.0, WDWD, LWDW,8,7,0,0,0,0,0,0,0,0,0.8,-0.1,0.9,1,0.05
14/01/12,Aston Villa,Everton,1,1,NH,22,20,26,24,1.0952380952380953,1.1428571428571428, ,L,W,D,L, ,L,L,W,D,21.0, LWDL, LLWD,4,4,0,0,0,0,0,0,0,0,-0.19047619047619047,-0.19047619047619047,-0.047619047619047616,0,0.0
14/01/12,Blackburn,Fulham,3,1,H,29,22,43,26,0.6666666666666666,1.0952380952380953, ,L,W,D,L, ,W,D,D,L,21.0, LWDL, WDDL,4,5,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.19047619047619047,-0.42857142857142855,-1,-0.047619047619047616
14/01/12,Chelsea,Sunderland,1,0,H,39,27,25,23,1.7619047619047619,1.1428571428571428, ,W,L,D,D, ,W,W,D,W,21.0, WLDD, WWDW,5,10,0,0,0,0,0,0,0,0,0.6666666666666666,0.19047619047619047,0.6190476190476191,-5,-0.23809523809523808
14/01/12,Liverpool,Stoke,0,0,NH,24,22,18,31,1.619047619047619,1.380952380952381, ,L,W,D,D, ,W,D,D,L,21.0, LWDD, WDDL,5,5,0,0,0,0,0,0,0,0,0.2857142857142857,-0.42857142857142855,0.23809523809523808,0,0.0
14/01/12,Man United,Bolton,3,0,H,49,25,20,43,2.142857142857143,0.7619047619047619, ,L,L,W,W, ,W,D,L,W,21.0, LLWW, WDLW,6,7,0,0,0,0,0,0,0,0,1.380952380952381,-0.8571428571428571,1.380952380952381,-1,-0.047619047619047616
14/01/12,Tottenham,Wolves,1,1,NH,38,22,20,36,2.142857142857143,0.8095238095238095, ,W,W,D,W, ,L,D,D,D,21.0, WWDW, LDDD,10,3,0,0,0,0,0,0,0,0,0.8571428571428571,-0.6666666666666666,1.3333333333333333,7,0.3333333333333333
14/01/12,West Brom,Norwich,1,2,NH,19,30,28,35,1.0476190476190477,1.1904761904761905, ,L,L,D,W, ,W,D,L,D,21.0, LLDW, WDLD,4,5,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.23809523809523808,-0.14285714285714285,-1,-0.047619047619047616
15/01/12,Newcastle,QPR,1,0,H,29,19,25,35,1.5714285714285714,0.8095238095238095, ,W,L,W,L, ,L,L,D,L,21.0, WLWL, LLDL,6,1,0,0,0,0,0,0,0,0,0.19047619047619047,-0.7619047619047619,0.7619047619047619,5,0.23809523809523808
15/01/12,Swansea,Arsenal,3,2,H,20,36,23,28,1.0952380952380953,1.7142857142857142, ,W,D,D,L, ,L,W,D,W,21.0, WDDL, LWDW,5,7,0,0,0,0,0,0,0,0,-0.14285714285714285,0.38095238095238093,-0.6190476190476191,-2,-0.09523809523809523
16/01/12,Wigan,Man City,0,1,NH,18,56,41,16,0.7142857142857143,2.2857142857142856, ,L,D,L,D, ,W,L,D,W,21.0, LDLD, WLDW,2,7,0,0,0,0,0,0,0,0,-1.0952380952380953,1.9047619047619047,-1.5714285714285714,-5,-0.23809523809523808
21/01/12,Bolton,Liverpool,3,1,H,25,24,46,18,0.7272727272727273,1.5909090909090908, ,L,W,D,L, ,D,L,W,D,22.0, LWDL, DLWD,4,5,0,0,0,0,0,0,0,0,-0.9545454545454546,0.2727272727272727,-0.8636363636363636,-1,-0.045454545454545456
21/01/12,Everton,Blackburn,1,1,NH,21,32,25,44,1.1363636363636365,0.7727272727272727, ,D,L,L,W, ,W,L,W,D,22.0, DLLW, WLWD,4,7,0,0,0,0,0,0,0,0,-0.18181818181818182,-0.5454545454545454,0.36363636363636365,-3,-0.13636363636363635
21/01/12,Fulham,Newcastle,5,2,H,23,30,29,25,1.0454545454545454,1.6363636363636365, ,L,W,D,D, ,W,W,L,W,22.0, LWDD, WWLW,5,9,0,0,0,0,0,0,0,0,-0.2727272727272727,0.22727272727272727,-0.5909090909090909,-4,-0.18181818181818182
21/01/12,Norwich,Chelsea,0,0,NH,32,40,36,25,1.2727272727272727,1.8181818181818181, ,W,W,D,L, ,W,W,L,D,22.0, WWDL, WWLD,7,7,0,0,0,0,0,0,0,0,-0.18181818181818182,0.6818181818181818,-0.5454545454545454,0,0.0
21/01/12,QPR,Wigan,3,1,H,19,18,36,42,0.7727272727272727,0.6818181818181818, ,L,L,L,D, ,L,L,D,L,22.0, LLLD, LLDL,1,1,0,0,0,0,0,0,0,0,-0.7727272727272727,-1.0909090909090908,0.09090909090909091,0,0.0
21/01/12,Stoke,West Brom,1,2,NH,22,20,31,30,1.3636363636363635,1.0, ,D,W,D,D, ,L,L,L,D,22.0, DWDD, LLLD,6,1,0,0,0,0,0,0,0,0,-0.4090909090909091,-0.45454545454545453,0.36363636363636365,5,0.22727272727272727
21/01/12,Sunderland,Swansea,2,0,H,27,23,24,25,1.0909090909090908,1.1818181818181819, ,L,W,W,D, ,W,W,D,D,22.0, LWWD, WWDD,7,8,0,0,0,0,0,0,0,0,0.13636363636363635,-0.09090909090909091,-0.09090909090909091,-1,-0.045454545454545456
21/01/12,Wolves,Aston Villa,2,3,NH,23,23,37,27,0.8181818181818182,1.0909090909090908, ,D,L,D,D, ,D,L,W,D,22.0, DLDD, DLWD,3,5,0,0,0,0,0,0,0,0,-0.6363636363636364,-0.18181818181818182,-0.2727272727272727,-2,-0.09090909090909091
22/01/12,Arsenal,Man United,1,2,NH,38,52,31,20,1.6363636363636365,2.1818181818181817, ,L,L,W,D, ,W,L,L,W,22.0, LLWD, WLLW,4,6,0,0,0,0,0,0,0,0,0.3181818181818182,1.4545454545454546,-0.5454545454545454,-2,-0.09090909090909091
22/01/12,Man City,Tottenham,3,2,H,57,39,16,21,2.3181818181818183,2.090909090909091, ,W,W,L,D, ,D,W,W,D,22.0, WWLD, DWWD,7,8,0,0,0,0,0,0,0,0,1.8636363636363635,0.8181818181818182,0.22727272727272727,-1,-0.045454545454545456
31/01/12,Everton,Man City,1,0,H,22,60,26,18,1.1304347826086956,2.347826086956522, ,D,D,L,L, ,W,W,W,L,23.0, DDLL, WWWL,2,9,0,0,0,0,0,0,0,0,-0.17391304347826086,1.826086956521739,-1.2173913043478262,-7,-0.30434782608695654
31/01/12,Man United,Stoke,2,0,H,54,23,21,33,2.217391304347826,1.3043478260869565, ,W,W,L,L, ,L,D,W,D,23.0, WWLL, LDWD,6,5,0,0,0,0,0,0,0,0,1.434782608695652,-0.43478260869565216,0.9130434782608695,1,0.043478260869565216
31/01/12,Swansea,Chelsea,1,1,NH,23,40,27,25,1.1304347826086956,1.7826086956521738, ,L,W,W,D, ,D,W,W,L,23.0, LWWD, DWWL,7,7,0,0,0,0,0,0,0,0,-0.17391304347826086,0.6521739130434783,-0.6521739130434783,0,0.0
31/01/12,Tottenham,Wigan,3,1,H,41,19,24,45,2.0,0.6521739130434783, ,L,D,W,W, ,L,L,L,D,23.0, LDWW, LLLD,7,1,0,0,0,0,0,0,0,0,0.7391304347826086,-1.1304347826086956,1.3478260869565217,6,0.2608695652173913
31/01/12,Wolves,Liverpool,0,3,NH,25,25,40,21,0.782608695652174,1.5217391304347827, ,L,D,L,D, ,L,D,L,W,23.0, LDLD, LDLW,2,4,0,0,0,0,0,0,0,0,-0.6521739130434783,0.17391304347826086,-0.7391304347826086,-2,-0.08695652173913043
01/02/12,Aston Villa,QPR,2,2,NH,26,22,29,37,1.173913043478261,0.8695652173913043, ,W,D,L,W, ,W,L,L,L,23.0, WDLW, WLLL,7,3,0,0,0,0,0,0,1,0,-0.13043478260869565,-0.6521739130434783,0.30434782608695654,4,0.17391304347826086
01/02/12,Blackburn,Newcastle,0,2,NH,33,32,45,30,0.782608695652174,1.565217391304348, ,D,W,L,W, ,L,W,W,L,23.0, DWLW, LWWL,7,6,0,0,0,0,0,0,0,0,-0.5217391304347826,0.08695652173913043,-0.782608695652174,1,0.043478260869565216
01/02/12,Bolton,Arsenal,0,0,NH,28,39,47,33,0.8260869565217391,1.565217391304348, ,W,L,W,D, ,L,L,L,W,23.0, WLWD, LLLW,7,3,0,0,0,0,0,0,0,0,-0.8260869565217391,0.2608695652173913,-0.7391304347826086,4,0.17391304347826086
01/02/12,Fulham,West Brom,1,1,NH,28,22,31,31,1.1304347826086956,1.0869565217391304, ,W,L,W,D, ,W,L,L,L,23.0, WLWD, WLLL,7,3,0,0,0,0,0,0,1,0,-0.13043478260869565,-0.391304347826087,0.043478260869565216,4,0.17391304347826086
01/02/12,Sunderland,Norwich,3,0,H,29,32,24,36,1.173913043478261,1.2608695652173914, ,W,L,W,W, ,D,W,W,D,23.0, WLWW, DWWD,9,8,0,0,0,0,0,0,0,0,0.21739130434782608,-0.17391304347826086,-0.08695652173913043,1,0.043478260869565216
04/02/12,Arsenal,Blackburn,7,1,H,39,33,33,47,1.5416666666666667,0.75, ,D,L,L,L, ,L,D,W,L,24.0, DLLL, LDWL,1,4,0,0,1,0,0,0,0,0,0.25,-0.5833333333333334,0.7916666666666666,-3,-0.125
04/02/12,Man City,Fulham,3,0,H,60,29,19,32,2.25,1.125, ,L,W,W,W, ,D,W,L,W,24.0, LWWW, DWLW,9,7,1,0,0,0,0,0,0,0,1.7083333333333333,-0.125,1.125,2,0.08333333333333333
04/02/12,Norwich,Bolton,2,0,H,32,28,39,47,1.2083333333333333,0.8333333333333334, ,L,D,W,W, ,D,W,L,W,24.0, LDWW, DWLW,7,7,0,0,0,0,0,0,0,0,-0.2916666666666667,-0.7916666666666666,0.375,0,0.0
04/02/12,QPR,Wolves,1,2,NH,24,25,39,43,0.875,0.75, ,D,W,L,L, ,L,L,D,L,24.0, DWLL, LLDL,4,1,0,0,0,0,0,0,0,0,-0.625,-0.75,0.125,3,0.125
04/02/12,Stoke,Sunderland,0,1,NH,23,32,35,24,1.25,1.25, ,L,L,D,W, ,W,W,L,W,24.0, LLDW, WWLW,4,9,0,0,0,0,0,0,0,0,-0.5,0.3333333333333333,0.0,-5,-0.20833333333333334
04/02/12,West Brom,Swansea,1,2,NH,23,24,32,28,1.0833333333333333,1.125, ,D,W,L,L, ,D,L,W,W,24.0, DWLL, DLWW,4,7,0,0,0,0,0,0,0,0,-0.375,-0.16666666666666666,-0.041666666666666664,-3,-0.125
04/02/12,Wigan,Everton,1,1,NH,20,23,48,26,0.625,1.2083333333333333, ,L,L,L,L, ,W,D,D,L,24.0, LLLL, WDDL,0,5,0,0,1,0,0,0,0,0,-1.1666666666666667,-0.125,-0.5833333333333334,-5,-0.20833333333333334
05/02/12,Chelsea,Man United,3,3,NH,41,56,26,21,1.75,2.25, ,D,D,W,W, ,W,W,W,L,24.0, DDWW, WWWL,8,9,0,0,0,0,0,0,0,0,0.625,1.4583333333333333,-0.5,-1,-0.041666666666666664
05/02/12,Newcastle,Aston Villa,2,1,H,34,28,30,31,1.625,1.1666666666666667, ,W,L,W,W, ,D,W,D,L,24.0, WLWW, DWDL,9,5,0,0,0,0,0,0,0,0,0.16666666666666666,-0.125,0.4583333333333333,4,0.16666666666666666
06/02/12,Liverpool,Tottenham,0,0,NH,28,44,21,25,1.5833333333333333,2.0416666666666665, ,W,L,D,L, ,W,L,D,W,24.0, WLDL, WLDW,4,7,0,0,0,0,0,0,0,0,0.2916666666666667,0.7916666666666666,-0.4583333333333333,-3,-0.125
11/02/12,Blackburn,QPR,3,2,H,34,25,54,41,0.72,0.84, ,L,L,D,W, ,L,D,W,L,25.0, LLDW, LDWL,4,4,0,0,0,0,0,0,0,0,-0.8,-0.64,-0.12,0,0.0
11/02/12,Bolton,Wigan,1,2,NH,28,21,49,49,0.8,0.64, ,L,D,W,L, ,D,L,L,L,25.0, LDWL, DLLL,4,1,0,0,0,0,0,0,1,0,-0.84,-1.12,0.16,3,0.12
11/02/12,Everton,Chelsea,2,0,H,24,44,27,29,1.2,1.72, ,D,W,D,D, ,D,D,D,W,25.0, DWDD, DDDW,6,6,0,0,0,0,0,0,0,0,-0.12,0.6,-0.52,0,0.0
11/02/12,Fulham,Stoke,2,1,H,29,23,35,36,1.08,1.2, ,L,D,W,L, ,L,L,L,D,25.0, LDWL, LLLD,4,1,0,0,0,0,0,0,0,0,-0.24,-0.52,-0.12,3,0.12
11/02/12,Man United,Liverpool,2,1,H,59,28,24,21,2.2,1.56, ,D,W,W,W, ,D,W,L,D,25.0, DWWW, DWLD,10,5,1,0,0,0,0,0,0,0,1.4,0.28,0.64,5,0.2
11/02/12,Sunderland,Arsenal,1,2,NH,33,46,24,34,1.32,1.6, ,W,W,W,L, ,W,D,L,L,25.0, WWWL, WDLL,9,4,0,0,0,0,0,0,0,0,0.36,0.48,-0.28,5,0.2
11/02/12,Swansea,Norwich,2,3,NH,26,34,29,39,1.2,1.28, ,W,D,L,W, ,W,L,D,W,25.0, WDLW, WLDW,7,7,0,0,0,0,0,0,0,0,-0.12,-0.2,-0.08,0,0.0
11/02/12,Tottenham,Newcastle,5,0,H,44,36,25,31,2.0,1.68, ,D,W,L,D, ,W,W,L,W,25.0, DWLD, WWLW,5,9,0,0,0,0,0,0,0,0,0.76,0.2,0.32,-4,-0.16
12/02/12,Aston Villa,Man City,0,1,NH,29,63,33,19,1.12,2.28, ,L,D,W,D, ,W,L,W,W,25.0, LDWD, WLWW,5,9,0,0,0,0,0,0,0,0,-0.16,1.76,-1.16,-4,-0.16
12/02/12,Wolves,West Brom,1,5,NH,27,24,44,34,0.84,1.04, ,W,L,L,D, ,L,D,W,L,25.0, WLLD, LDWL,4,4,0,0,0,0,0,0,0,0,-0.68,-0.4,-0.2,0,0.0
25/02/12,Chelsea,Bolton,3,0,H,44,29,31,51,1.6538461538461537,0.7692307692307693, ,L,D,D,D, ,L,L,D,W,26.0, LDDD, LLDW,3,4,0,0,0,0,0,0,0,0,0.5,-0.8461538461538461,0.8846153846153846,-1,-0.038461538461538464
25/02/12,Man City,Blackburn,3,0,H,64,37,19,56,2.3076923076923075,0.8076923076923077, ,W,W,L,W, ,W,L,L,D,26.0, WWLW, WLLD,9,4,0,0,0,0,0,0,0,0,1.7307692307692308,-0.7307692307692307,1.5,5,0.19230769230769232
25/02/12,Newcastle,Wolves,2,2,NH,36,28,36,49,1.6153846153846154,0.8076923076923077, ,L,W,W,L, ,L,W,L,L,26.0, LWWL, LWLL,6,3,0,0,0,0,0,0,0,0,0.0,-0.8076923076923077,0.8076923076923077,3,0.11538461538461539
25/02/12,QPR,Fulham,0,1,NH,27,31,44,36,0.8076923076923077,1.1538461538461537, ,L,L,D,W, ,W,L,D,W,26.0, LLDW, WLDW,4,7,0,0,0,0,0,0,0,0,-0.6538461538461539,-0.19230769230769232,-0.34615384615384615,-3,-0.11538461538461539
25/02/12,West Brom,Sunderland,4,0,H,29,34,35,26,1.1153846153846154,1.2692307692307692, ,W,L,D,W, ,L,W,W,W,26.0, WLDW, LWWW,7,9,0,0,0,0,1,0,0,0,-0.23076923076923078,0.3076923076923077,-0.15384615384615385,-2,-0.07692307692307693
25/02/12,Wigan,Aston Villa,0,0,NH,23,29,50,34,0.7307692307692307,1.0769230769230769, ,W,D,L,L, ,L,L,D,W,26.0, WDLL, LLDW,4,4,0,0,0,0,0,0,0,0,-1.0384615384615385,-0.19230769230769232,-0.34615384615384615,0,0.0
26/02/12,Arsenal,Tottenham,5,2,H,48,49,35,25,1.6538461538461537,2.0384615384615383, ,W,W,D,L, ,W,D,W,L,26.0, WWDL, WDWL,7,7,0,0,0,0,0,0,0,0,0.5,0.9230769230769231,-0.38461538461538464,0,0.0
26/02/12,Norwich,Man United,1,2,NH,37,61,41,25,1.3461538461538463,2.230769230769231, ,W,W,L,D, ,W,D,W,W,26.0, WWLD, WDWW,7,10,0,0,0,0,0,0,0,0,-0.15384615384615385,1.3846153846153846,-0.8846153846153846,-3,-0.11538461538461539
26/02/12,Stoke,Swansea,2,0,H,24,28,38,32,1.1538461538461537,1.1538461538461537, ,L,L,L,L, ,L,W,D,L,26.0, LLLL, LWDL,0,4,0,0,1,0,0,0,0,0,-0.5384615384615384,-0.15384615384615385,0.0,-4,-0.15384615384615385
03/03/12,Blackburn,Aston Villa,1,1,NH,37,29,56,34,0.8076923076923077,1.0769230769230769, ,W,L,L,D, ,L,L,D,W,26.0, WLLD, LLDW,4,4,0,0,0,0,0,0,0,0,-0.7307692307692307,-0.19230769230769232,-0.2692307692307692,0,0.0
03/03/12,Liverpool,Arsenal,1,2,NH,30,53,25,37,1.4444444444444444,1.7037037037037037, ,L,L,D,W, ,W,W,W,D,27.0, LLDW, WWWD,4,10,0,0,0,0,0,0,0,0,0.18518518518518517,0.5925925925925926,-0.25925925925925924,-6,-0.2222222222222222
03/03/12,Man City,Bolton,2,0,H,67,29,19,54,2.3333333333333335,0.7407407407407407, ,W,W,W,L, ,L,L,L,D,27.0, WWWL, LLLD,9,1,0,0,0,0,0,0,0,0,1.7777777777777777,-0.9259259259259259,1.5925925925925926,8,0.2962962962962963
03/03/12,QPR,Everton,1,1,NH,27,27,45,28,0.7777777777777778,1.2592592592592593, ,L,L,L,D, ,D,W,D,W,27.0, LLLD, DWDW,1,8,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.037037037037037035,-0.48148148148148145,-7,-0.25925925925925924
03/03/12,Stoke,Norwich,1,0,H,26,38,38,43,1.2222222222222223,1.2962962962962963, ,W,L,L,L, ,L,W,W,L,27.0, WLLL, LWWL,3,6,0,0,1,0,0,0,0,0,-0.4444444444444444,-0.18518518518518517,-0.07407407407407407,-3,-0.1111111111111111
03/03/12,West Brom,Chelsea,1,0,H,33,47,35,31,1.1851851851851851,1.7037037037037037, ,W,W,L,D, ,W,L,D,D,27.0, WWLD, WLDD,7,5,0,0,0,0,0,0,0,0,-0.07407407407407407,0.5925925925925926,-0.5185185185185185,2,0.07407407407407407
03/03/12,Wigan,Swansea,0,2,NH,23,28,50,34,0.7407407407407407,1.1111111111111112, ,D,W,D,L, ,L,L,W,D,27.0, DWDL, LLWD,5,4,0,0,0,0,0,0,0,0,-1.0,-0.2222222222222222,-0.37037037037037035,1,0.037037037037037035
04/03/12,Fulham,Wolves,5,0,H,32,30,36,51,1.2222222222222223,0.8148148148148148, ,W,W,L,D, ,D,L,W,L,27.0, WWLD, DLWL,7,4,0,0,0,0,0,0,0,0,-0.14814814814814814,-0.7777777777777778,0.4074074074074074,3,0.1111111111111111
04/03/12,Newcastle,Sunderland,1,1,NH,38,34,38,30,1.5925925925925926,1.2222222222222223, ,D,L,W,W, ,L,L,W,W,27.0, DLWW, LLWW,7,6,0,0,0,0,0,0,0,0,0.0,0.14814814814814814,0.37037037037037035,1,0.037037037037037035
04/03/12,Tottenham,Man United,1,3,NH,51,63,30,26,1.962962962962963,2.259259259259259, ,L,W,D,W, ,W,W,D,W,27.0, LWDW, WWDW,7,10,0,0,0,0,0,0,0,0,0.7777777777777778,1.3703703703703705,-0.2962962962962963,-3,-0.1111111111111111
10/03/12,Aston Villa,Fulham,1,0,H,29,32,34,36,1.0740740740740742,1.2222222222222223, ,D,L,L,D, ,W,W,L,D,27.0, DLLD, WWLD,2,7,0,0,0,0,0,0,0,0,-0.18518518518518517,-0.14814814814814814,-0.14814814814814814,-5,-0.18518518518518517
10/03/12,Bolton,QPR,2,1,H,29,28,56,46,0.7142857142857143,0.7857142857142857, ,L,L,L,L, ,D,L,L,L,28.0, LLLL, DLLL,0,1,0,0,1,0,0,0,1,0,-0.9642857142857143,-0.6428571428571429,-0.07142857142857142,-1,-0.03571428571428571
10/03/12,Chelsea,Stoke,1,0,H,47,27,32,38,1.6428571428571428,1.2857142857142858, ,L,W,L,D, ,W,W,L,L,28.0, LWLD, WWLL,4,6,0,0,0,0,0,0,0,0,0.5357142857142857,-0.39285714285714285,0.35714285714285715,-2,-0.07142857142857142
10/03/12,Everton,Tottenham,1,0,H,28,52,28,33,1.3214285714285714,1.8928571428571428, ,W,D,W,D, ,L,L,W,D,28.0, WDWD, LLWD,8,4,0,0,0,0,0,0,0,0,0.0,0.6785714285714286,-0.5714285714285714,4,0.14285714285714285
10/03/12,Sunderland,Liverpool,1,0,H,35,30,31,26,1.2142857142857142,1.3928571428571428, ,D,L,L,W, ,L,L,L,D,28.0, DLLW, LLLD,4,1,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,-0.17857142857142858,3,0.10714285714285714
10/03/12,Wolves,Blackburn,0,2,NH,30,38,56,60,0.7857142857142857,0.7857142857142857, ,L,D,L,W, ,D,L,W,L,28.0, LDLW, DLWL,4,4,0,0,0,0,0,0,0,0,-0.9285714285714286,-0.7857142857142857,0.0,0,0.0
11/03/12,Man United,West Brom,2,0,H,66,34,27,35,2.2857142857142856,1.25, ,W,W,W,D, ,W,W,W,L,28.0, WWWD, WWWL,10,9,0,0,0,0,0,0,0,0,1.3928571428571428,-0.03571428571428571,1.0357142857142858,1,0.03571428571428571
11/03/12,Norwich,Wigan,1,1,NH,38,23,44,52,1.25,0.7142857142857143, ,L,L,W,W, ,L,D,W,D,28.0, LLWW, LDWD,6,5,0,0,0,0,0,0,0,0,-0.21428571428571427,-1.0357142857142858,0.5357142857142857,1,0.03571428571428571
11/03/12,Swansea,Man City,1,0,H,30,69,34,19,1.1785714285714286,2.357142857142857, ,W,L,L,W, ,W,W,W,W,28.0, WLLW, WWWW,6,12,0,0,0,0,1,0,0,0,-0.14285714285714285,1.7857142857142858,-1.1785714285714286,-6,-0.21428571428571427
12/03/12,Arsenal,Newcastle,2,1,H,55,39,38,39,1.75,1.5714285714285714, ,W,W,W,W, ,D,D,L,W,28.0, WWWW, DDLW,12,5,1,0,0,0,0,0,0,0,0.6071428571428571,0.0,0.17857142857142858,7,0.25
13/03/12,Liverpool,Everton,3,0,H,30,28,26,28,1.3928571428571428,1.3214285714285714, ,L,L,L,D, ,W,D,W,D,28.0, LLLD, WDWD,1,8,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0.07142857142857142,-7,-0.25
17/03/12,Fulham,Swansea,0,3,NH,37,31,37,34,1.2413793103448276,1.2413793103448276, ,L,W,W,W, ,W,W,L,L,29.0, LWWW, WWLL,9,6,1,0,0,0,0,0,0,0,0.0,-0.10344827586206896,0.0,3,0.10344827586206896
17/03/12,Wigan,West Brom,1,1,NH,24,34,53,37,0.7241379310344828,1.206896551724138, ,D,L,D,W, ,L,W,W,W,29.0, DLDW, LWWW,5,9,0,0,0,0,1,0,0,0,-1.0,-0.10344827586206896,-0.4827586206896552,-4,-0.13793103448275862
18/03/12,Newcastle,Norwich,1,0,H,40,39,41,45,1.5172413793103448,1.2413793103448276, ,L,D,D,L, ,D,L,L,W,29.0, LDDL, DLLW,2,4,0,0,0,0,0,0,0,0,-0.034482758620689655,-0.20689655172413793,0.27586206896551724,-2,-0.06896551724137931
18/03/12,Wolves,Man United,0,5,NH,30,68,58,27,0.7586206896551724,2.310344827586207, ,L,L,D,L, ,W,W,W,W,29.0, LLDL, WWWW,1,12,0,0,0,0,1,0,0,0,-0.9655172413793104,1.4137931034482758,-1.5517241379310345,-11,-0.3793103448275862
20/03/12,Blackburn,Sunderland,2,0,H,40,36,60,31,0.8620689655172413,1.2758620689655173, ,W,D,L,W, ,W,D,L,L,29.0, WDLW, WDLL,7,4,0,0,0,0,0,0,0,0,-0.6896551724137931,0.1724137931034483,-0.41379310344827586,3,0.10344827586206896
21/03/12,Everton,Arsenal,0,1,NH,28,57,31,39,1.2758620689655173,1.793103448275862, ,L,W,D,W, ,W,W,W,W,29.0, LWDW, WWWW,7,12,0,0,0,0,1,0,0,0,-0.10344827586206896,0.6206896551724138,-0.5172413793103449,-5,-0.1724137931034483
21/03/12,Man City,Chelsea,2,1,H,69,48,20,32,2.2758620689655173,1.6896551724137931, ,L,W,W,W, ,W,L,W,L,29.0, LWWW, WLWL,9,6,1,0,0,0,0,0,0,0,1.6896551724137931,0.5517241379310345,0.5862068965517241,3,0.10344827586206896
21/03/12,QPR,Liverpool,3,2,H,29,33,48,26,0.7586206896551724,1.4482758620689655, ,L,D,L,L, ,W,L,L,L,29.0, LDLL, WLLL,1,3,0,0,0,0,0,0,1,0,-0.6551724137931034,0.2413793103448276,-0.6896551724137931,-2,-0.06896551724137931
21/03/12,Tottenham,Stoke,1,1,NH,52,27,34,39,1.8275862068965518,1.2413793103448276, ,L,L,L,W, ,L,W,W,L,29.0, LLLW, LWWL,3,6,0,0,0,0,0,0,0,0,0.6206896551724138,-0.41379310344827586,0.5862068965517241,-3,-0.10344827586206896
24/03/12,Arsenal,Aston Villa,3,0,H,57,31,39,35,1.793103448275862,1.1379310344827587, ,W,W,W,W, ,W,D,D,L,29.0, WWWW, WDDL,12,5,1,0,0,0,0,0,0,0,0.6206896551724138,-0.13793103448275862,0.6551724137931034,7,0.2413793103448276
24/03/12,Bolton,Blackburn,2,1,H,33,42,58,60,0.8666666666666667,0.9333333333333333, ,W,W,L,L, ,W,W,D,L,30.0, WWLL, WWDL,6,7,0,0,0,0,0,0,0,0,-0.8333333333333334,-0.6,-0.06666666666666667,-1,-0.03333333333333333
